"advoc",360,332
"advocat",3590,3156
"aea",389,129
"aeco",442,289
"aegean",572,365
"aegi",210,152
"aegon",783,293
"aek",295,152
"aer",313,128
"aerial",550,422
"aero",749,462
"aeroflot",726,260
"aeronaut",456,394
"aeronautic",261,260
"aeroplan",118,110
"aeroport",244,203
"aerospac",5434,3123
"aerospatial",1657,837
"aes",368,148
"aetn",882,235
"aex",1774,866
"afc",219,139
"afdl",584,257
"affair",23517,17068
"affect",28496,24425
"affidavit",454,285
"affil",8613,6927
"affin",256,163
"affirm",2432,1700
"afflict",458,438
"afflu",669,618
"afford",4394,3942
"afgh",4455,1693
"afghanist",5701,2244
"afield",176,172
"afl",926,452
"afloat",525,475
"afm",164,156
"afoot",148,148
"afraid",2171,2008
"aframax",285,153
"afric",81584,33624
"afrid",309,157
"afrikan",263,125
"aftenpost",287,266
"aftermarket",496,413
"aftermath",1099,1081
"afternoon",30111,25164
"aftershock",312,233
"afterward",360,355
"ag",25301,16422
"aga",887,453
"agarw",193,127
"agass",822,304
"agb",211,183
"age",15534,11757
"agee",306,266
"agef",248,232
"agend",11980,6661
"agent",76761,53309
"agf",794,320
"aggrav",1049,993
"aggreg",3721,2716
"aggress",10771,9588
"aghazadeh",309,180
"agil",147,136
"aging",325,286
"agip",785,553
"agitat",389,370
"agm",8965,433
"agn",138,119
"agnel",321,157
"ago",90064,68614
"agonis",156,152
"agony",205,185
"agorot",552,152
"agostin",160,104
"agra",293,150
"agrar",292,255
"agree",152952,91492
"agreee",122,122
"agress",312,305
"agri",893,536
"agribus",470,371
"agricol",671,531
"agricultur",31452,21276
"agro",1194,685
"agrobank",541,192
"agrochemic",112,106
"agronom",451,283
"aground",559,382
"aguil",171,110
"ah",751,491
"ahead",65971,52869
"ahern",525,203
"ahl",171,141
"ahlfeld",423,414
"ahli",147,117
"ahm",3525,2525
"ahmad",2929,2291
"ahmanson",1635,247
"ahmedabad",137,113
"ahold",841,311
"ahram",640,544
"ahronoth",502,470
"ahtisaar",263,160
"ai",309,201
"aib",352,137
"aid",44431,24400
"aida",360,278
"aidc",585,356
"aideed",533,128
"aig",463,152
"ail",3761,3539
"ailment",562,508
"aim",38574,33113
"ain",446,363
"aip",464,224
"air",59853,31466
"airbag",593,186
"airbas",549,400
"airborn",548,430
"airbus",5931,1970
"aircondit",168,156
"aircraft",18736,10244
"airdrieon",128,126
"airfar",173,140
"airfield",345,289
"airforc",308,262
"airfreight",954,565
"airlift",899,611
"airlin",40443,15507
"airm",311,245
"airplan",1417,1021
"airport",27453,13165
"airservic",560,205
"airshow",134,108
"airspac",612,469
"airstrip",203,148
"airtouch",470,204
"airwav",358,258
"airway",7871,4555
"aisl",184,165
"ait",171,103
"aitk",196,116
"ajaccio",160,110
"ajax",2086,772
"ajay",217,187
"ajit",144,136
"ak",415,321
"akbar",1384,1057
"akchurin",470,209
"akel",152,116
"aker",990,306
"akhbar",724,689
"aki",252,173
"akihit",233,163
"akin",270,238
"akir",139,135
"akram",592,273
"akron",172,115
"akta",133,119
"aktia",695,322
"akzo",900,347
"al",26026,14039
"ala",973,864
"alabam",1730,1129
"alain",3792,3398
"alam",894,649
"alamed",213,125
"alan",7845,7293
"alania",248,147
"alarcon",664,285
"alarm",3644,3225
"alaron",125,123
"alask",3592,1639
"alastair",138,136
"alat",815,375
"alba",392,247
"alban",21015,5740
"albeit",1194,1185
"albert",9904,7253
"albertin",233,197
"albion",234,195
"albrecht",175,143
"albright",5895,2227
"album",1166,505
"albuquerqu",328,225
"alcan",591,219
"alcatel",3520,1406
"alcoa",562,251
"alcohol",4485,2633
"alden",320,233
"aldo",204,201
"ale",239,192
"alec",453,436
"alejandr",337,293
"aleksand",880,838
"aleksandr",411,393
"alem",1482,493
"alen",352,292
"alenia",374,242
"alert",17102,16436
"ales",162,119
"alessandr",822,632
"alex",5255,4634
"alexand",6700,5551
"alexandr",2361,2123
"alexei",671,591
"alf",231,186
"alfa",953,565
"alfons",985,846
"alfr",1983,1863
"alfred",704,683
"alg",217,121
"algemeen",287,277
"alger",11840,4087
"algird",401,348
"algy",2466,1028
"alhaj",118,107
"ali",5566,4185
"alia",349,292
"alic",767,660
"alien",893,516
"alienat",454,434
"alight",216,202
"align",1466,1232
"alij",493,465
"alik",820,791
"alin",302,293
"alison",547,534
"alistair",341,326
"alital",807,309
"alith",241,240
"aliv",3131,2696
"aliyev",381,150
"alka",135,110
"alkmaar",255,187
"allah",143,131
"allan",1358,1208
"allay",692,670
"alleg",23449,16998
"allegat",10644,7746
"alleghen",514,279
"allen",3454,1957
"allenb",311,206
"allendal",173,162
"allensbach",417,120
"allerg",722,402
"allev",1394,1353
"alley",298,236
"allgemein",928,877
"alli",31081,17571
"allianz",1904,654
"alliedsign",325,120
"allison",276,165
"alloa",138,133
"allocat",9676,6979
"allot",4898,3537
"allow",34854,28296
"alloy",2012,1493
"allstat",500,157
"allud",346,345
"allur",155,149
"ally",16683,12310
"alma",145,132
"almat",1173,968
"almaz",466,312
"almeid",400,222
"aloft",220,211
"alongsid",3545,3050
"alons",170,123
"alonz",113,107
"aloof",180,177
"alp",667,508
"alpargat",186,141
"alph",2215,1234
"alphabet",118,102
"alphand",602,202
"alpin",1977,1395
"alright",166,161
"alsthom",1828,1177
"alston",534,243
"alt",1806,1654
"alta",178,122
"altamir",247,178
"altar",189,166
"alter",2270,1644
"alterat",316,300
"altern",11941,10050
"altitud",749,563
"alto",821,734
"altogether",1372,1360
"alum",319,296
"alumin",17261,6267
"alusuiss",381,191
"alvar",416,403
"alvarez",745,570
"alzheim",539,250
"ama",389,236
"amad",341,222
"amador",236,160
"amadou",143,139
"amalgam",862,667
"aman",180,139
"amand",596,576
"amar",667,482
"amarill",539,315
"amaru",1466,1323
"amass",651,637
"amat",1190,581
"amateur",1056,879
"amatil",827,279
"amax",288,147
"amaz",976,934
"amazon",854,437
"amb",603,344
"ambac",2301,1155
"ambassador",12364,8109
"ambigu",389,364
"ambit",5139,4685
"ambival",149,143
"ambros",518,273
"ambrovenet",262,115
"ambuj",773,653
"ambul",1052,871
"ambush",1353,931
"amc",906,816
"amcol",351,107
"amcor",475,189
"amd",643,321
"amdahl",216,113
"ame",385,235
"amec",270,115
"amelia",165,137
"amelio",509,198
"amen",282,258
"amend",16582,8745
"amer",1143,554
"amerad",270,212
"americ",102729,63008
"american",231,168
"ameritech",1174,439
"amersham",409,113
"amev",258,166
"amex",1906,972
"amg",270,117
"amgen",528,202
"ami",190,128
"amic",1071,694
"amid",23434,21096
"amidst",466,458
"amin",559,354
"amir",1236,1061
"amit",175,170
"amlc",372,131
"amman",2261,1508
"ammend",155,123
"ammerlaan",136,136
"ammon",1264,752
"ammun",1678,1412
"amnest",4154,1890
"amnuay",1278,539
"amo",158,130
"amoc",1780,710
"amon",162,157
"amor",172,139
"amort",5806,4368
"amount",68766,55313
"amp",1625,823
"amphib",162,127
"ampl",2810,2454
"amplat",318,110
"amplif",276,230
"amply",104,104
"ampolex",183,103
"amputat",184,162
"amr",2630,1878
"amra",250,249
"amriyah",175,105
"amro",7375,5422
"ams",604,276
"amst",109,109
"amsteel",208,154
"amsterdam",14651,10540
"amstgeld",124,121
"amt",11633,10132
"amus",441,367
"amy",524,475
"ana",1187,902
"anachron",110,106
"anacond",290,114
"anadark",253,115
"anaem",181,168
"anaesthet",286,211
"anaheim",1382,929
"anal",180115,86082
"analog",1071,815
"anand",239,154
"anangel",156,133
"anarch",1154,1017
"anast",262,262
"anathem",116,114
"anato",2055,1856
"anatol",1347,1022
"anc",1828,578
"ancest",217,187
"ancestr",377,359
"anchal",102,102
"anchor",5470,2078
"ancient",1354,1097
"ancill",207,186
"ancon",119,110
"and",870,681
"andean",623,436
"anderlecht",677,269
"anders",1037,626
"anderson",3266,1774
"andersson",365,237
"anderton",396,184
"andhr",2336,1629
"andin",379,188
"andor",193,111
"andr",3625,3024
"andrad",246,187
"andraw",7420,6167
"andre",1454,1071
"andrea",1123,928
"andreat",213,130
"andrei",1849,1616
"andrej",252,238
"andret",242,131
"andrius",784,784
"andrzej",521,469
"andy",1702,1512
"anecdot",362,341
"anew",299,293
"anfield",176,134
"ang",3263,2895
"angel",14245,10109
"angelo",615,614
"anger",2231,2161
"angioplast",305,143
"angl",5489,3783
"anglia",394,267
"anglian",251,142
"anglic",306,185
"anglova",198,110
"angol",4840,1625
"angp",209,134
"angr",721,698
"angry",3675,3365
"angu",232,217
"angus",390,363
"anh",296,108
"anheus",521,210
"anhui",260,158
"anhydr",135,108
"ani",794,292
"anil",360,341
"anim",7224,4286
"animat",778,518
"animist",182,179
"animos",207,199
"anit",561,405
"ank",373,338
"ankar",3079,2087
"ankl",930,725
"anl",244,189
"anld",403,152
"anlong",386,182
"ann",2707,2378
"anna",1246,1152
"annan",3459,1520
"annet",149,142
"annex",1429,1151
"annexat",217,197
"annie",194,177
"annihil",128,123
"annivers",4813,3918
"annnounc",107,106
"annouc",297,288
"announc",107608,84922
"annoy",536,513
"annu",807,426
"annual",64160,50242
"annul",1129,759
"annull",968,829
"annum",2249,1749
"anod",162,109
"anoint",219,208
"anoma",438,352
"anonym",2599,2398
"anoshkin",194,194
"anounc",106,106
"anp",252,166
"ans",1069,415
"ansa",342,259
"ansar",167,108
"anscor",332,249
"anset",1225,404
"anshum",205,205
"anson",298,267
"answ",8037,7015
"ant",572,423
"antagon",357,338
"antar",1242,709
"antarct",630,256
"anten",733,428
"anthem",481,317
"anthon",2975,2785
"anti",22910,16955
"antibiot",620,432
"antibod",365,196
"antic",320,212
"anticip",15488,14141
"antigua",163,126
"antill",171,141
"antimon",1154,438
"antioqu",187,127
"antioquen",158,128
"antiqu",552,407
"antitrust",2026,1286
"antoin",415,404
"anton",1014,910
"antonin",164,135
"antonio",4705,4086
"antonov",916,740
"antwerp",1515,1041
"anuchit",307,307
"anvil",251,114
"anwar",1781,1114
"anxi",2298,2220
"anxiet",1218,1120
"anymor",808,792
"anytim",679,670
"anz",4851,3049
"anzac",138,101
"anzeig",302,295
"ao",827,587
"aoki",729,345
"aol",1960,355
"aon",645,186
"aord",472,286
"ap",162,116
"apa",436,217
"apac",250,192
"apach",488,206
"apart",3528,2411
"apartheid",2533,1308
"apath",438,384
"apec",3943,947
"apex",520,391
"aph",187,149
"api",5036,2209
"apic",247,135
"apiec",694,645
"apl",468,114
"apoll",643,363
"apolog",1800,1185
"apologis",2034,1564
"app",852,549
"appal",578,555
"appalach",196,176
"appar",11908,11038
"apparatus",384,351
"apparel",2194,1583
"appeal",21870,13864
"appear",30770,26952
"appeas",562,534
"appel",397,312
"appelm",212,166
"appendix",360,222
"appetit",1418,1340
"appl",6644,1878
"applaud",1314,1239
"applaus",648,624
"appleb",373,256
"appleson",252,252
"appli",3094,2274
"applic",17886,12295
"apply",17885,14807
"appoint",22748,16491
"apprais",980,731
"apprec",4527,3857
"apprehend",694,651
"apprentic",311,225
"approach",15707,13779
"appropr",2201,1599
"approv",72080,48175
"approx",15628,4574
"approxim",8985,7428
"apprx",239,239
"appsjul",109,108
"apptd",395,325
"apr",27522,7088
"april",104416,62945
"aps",1071,677
"apt",1069,467
"apv",1527,535
"apw",180,143
"aqab",443,310
"aqsa",306,235
"aquacultur",127,102
"aquin",320,230
"aquir",270,258
"aquitain",888,803
"ar",344,303
"ara",2619,1699
"arab",23536,11442
"arabia",8973,5349
"arabian",1742,1481
"arabic",3254,2204
"arabl",359,304
"arad",180,106
"arafat",12123,3715
"aragon",243,197
"arak",575,143
"aramc",1036,502
"arantx",433,410
"arap",587,578
"arasu",197,197
"aravind",184,157
"arb",1221,766
"arben",110,105
"arbil",1493,586
"arbit",197,166
"arbitr",6895,4983
"arbitrageur",195,139
"arbitral",186,185
"arbor",689,347
"arbroath",153,146
"arc",700,449
"arca",162,108
"arcad",776,480
"arcan",121,121
"arch",4205,3225
"archaeolog",715,445
"archbishop",1152,886
"archie",123,117
"archipelag",479,429
"architect",1495,1370
"architectur",909,727
"archiv",1065,804
"archr",127,127
"arco",1295,544
"arctic",1025,732
"ard",374,256
"ardent",228,219
"ardu",160,160
"area",77562,54206
"aren",4372,3534
"arequip",152,105
"argentar",510,266
"argentin",28411,12454
"argo",531,333
"argu",19248,15316
"argus",398,189
"ari",491,282
"aria",269,192
"arian",552,208
"arid",279,238
"ariel",517,412
"arif",154,141
"aripaev",395,328
"aris",3297,3124
"arist",432,215
"aristocrat",282,139
"arithmet",444,233
"ariwibow",162,103
"ariz",1022,879
"arizon",2907,2092
"arjun",283,262
"ark",633,479
"arkans",2444,1474
"arl",703,260
"arlen",161,119
"arlington",660,426
"arm",35507,25062
"arma",355,298
"armad",279,208
"arman",332,143
"armand",389,366
"armen",2048,817
"armey",318,142
"armin",528,457
"armistic",434,345
"armor",2644,2032
"armstrong",1159,627
"army",36408,19506
"arn",228,218
"arnaud",248,231
"arnault",738,232
"arnhem",260,200
"arnold",1771,1412
"arnot",555,263
"aro",343,313
"aromat",514,380
"aron",182,147
"aros",993,974
"arous",528,508
"arpad",255,236
"arpen",279,184
"arraign",329,261
"arrang",13827,10981
"array",1060,993
"arrear",2052,1392
"arrest",25415,14442
"arriet",266,155
"arrig",202,187
"arriortua",277,264
"arriv",30715,22594
"arrog",638,577
"arrow",816,483
"ars",627,339
"arsen",2984,1905
"arson",925,597
"art",4939,3166
"arteag",206,101
"artem",498,443
"arter",1054,707
"arthr",350,229
"arthui",2049,940
"arthur",2325,1768
"articl",8671,5371
"articul",273,262
"artific",1567,1425
"artill",1756,1342
"artist",2214,1436
"artur",626,589
"artwork",229,134
"artyom",358,358
"arun",299,232
"arunach",396,102
"arush",428,241
"arvind",769,659
"ary",167,134
"aryeh",126,122
"arzu",258,127
"asa",2344,1541
"asah",1428,735
"asarc",384,157
"asb",358,186
"asbesto",690,297
"asbrink",787,315
"asc",506,184
"ascend",1934,1355
"ascertain",251,248
"ascot",298,204
"ascrib",187,185
"asda",622,227
"asea",384,353
"asean",6933,1579
"asem",259,107
"ash",1954,1244
"asham",258,238
"ashant",701,307
"asharq",290,281
"ashby",339,312
"ashdown",331,150
"ashland",754,212
"ashley",377,233
"ashok",601,486
"ashoknagar",193,193
"ashor",507,430
"ashraf",136,118
"asht",207,207
"ashton",404,148
"asia",37353,22845
"asian",26448,17413
"asiat",163,109
"asif",290,259
"asil",238,184
"ask",45935,38133
"asko",298,116
"aslan",604,569
"asleep",235,223
"asm",515,247
"asmar",201,127
"aso",248,128
"aspect",4093,3742
"asphalt",377,278
"aspin",982,655
"aspir",745,679
"aspirat",1004,948
"asprill",231,130
"ass",158,129
"assad",837,444
"assail",752,682
"assam",950,280
"assassin",3486,2683
"assault",4782,3795
"assay",531,312
"assembl",18726,12390
"assemblym",168,130
"assent",190,164
"assert",1974,1840
"assess",13482,10807
"asset",58324,35023
"assi",248,127
"assicurazion",132,114
"assidom",341,144
"assign",9426,6498
"assimil",289,217
"assist",18320,14332
"assn",159,150
"assoc",45922,35741
"assocat",118,117
"assort",249,236
"assu",212,211
"assum",12875,11164
"assur",10105,8803
"ast",360,153
"asterisk",156,153
"asthm",729,396
"astl",375,204
"aston",1433,1267
"astound",202,196
"astr",3834,1822
"astrid",278,270
"astro",343,196
"astronaut",1542,658
"astronom",494,304
"astut",129,129
"asunc",179,154
"asw",843,390
"aswaq",292,287
"asx",820,378
"asylum",2918,1617
"asymmet",145,128
"asynchron",125,125
"ata",451,295
"atag",207,128
"atalant",516,342
"atan",165,116
"atapattu",180,139
"ate",566,487
"atef",134,125
"athen",9771,5842
"atherton",803,418
"athibid",506,247
"athibor",1053,300
"athlet",5743,3189
"atkin",220,106
"atkinson",272,163
"atl",218,165
"atla",1428,654
"atlant",19000,12534
"atletic",2038,907
"atm",800,361
"atmel",258,113
"atmospher",3338,2921
"ato",184,147
"atomic",1097,806
"aton",216,191
"atop",309,307
"atp",759,481
"atr",167,101
"atroc",839,690
"ats",828,634
"att",2327,448
"atta",177,169
"attach",3440,2699
"attack",47897,27500
"attain",1203,1134
"attempt",23249,20369
"attend",18711,14418
"attent",10618,10006
"attic",254,164
"attil",246,223
"attitud",4353,3983
"attorney",14334,7983
"attr",339,299
"attract",24225,20801
"attrib",1607,1055
"attribut",10755,9843
"atwood",632,530
"atx",1530,494
"au",837,580
"aubrey",333,309
"aubry",212,120
"auburn",183,129
"auch",179,103
"auchard",447,447
"auckland",2555,1437
"auction",38677,17364
"auctioneer",250,198
"aud",2398,1471
"audac",121,116
"audi",1739,791
"audienc",3597,2696
"audio",1627,1197
"audiovisual",384,284
"audit",7687,4980
"auditor",237,190
"aug",50874,15868
"augment",410,396
"augur",414,400
"august",73401,46250
"augustin",268,212
"aung",815,624
"aunt",128,104
"aura",209,135
"aurelio",122,116
"auror",428,273
"aus",159,135
"auschwitz",202,145
"auspic",667,654
"aussie",1007,745
"aust",1904,908
"auster",3879,3040
"austin",1193,840
"austr",23392,9711
"austral",117155,38263
"australas",511,433
"auth",1085,850
"authent",975,721
"author",72155,50879
"authorit",101,101
"auto",11286,7481
"autobiograph",217,186
"autograph",171,145
"autoliv",411,112
"automak",3849,2036
"automat",8163,6952
"automobil",4607,3767
"automot",5547,3771
"autonom",4417,3585
"autopart",139,104
"autops",488,355
"autostrad",331,202
"autumn",5425,4638
"auxer",1131,590
"auxil",234,211
"av",1425,760
"avail",3284,2993
"avalanch",752,485
"avant",428,186
"avaz",267,262
"ave",538,371
"aveng",504,465
"avenu",1671,1358
"aver",111796,72640
"avers",214,211
"avert",2239,1997
"avery",285,163
"avg",23496,14728
"avi",1980,591
"avia",173,103
"aviat",8273,5251
"avid",965,897
"avigdor",210,204
"avil",234,197
"avion",305,208
"aviv",4263,3229
"aviz",209,207
"avoid",15408,13751
"avon",666,392
"avonmor",397,155
"avow",185,184
"avtovaz",267,141
"await",13330,11547
"awak",510,469
"awam",445,291
"awar",6153,5600
"award",22252,14319
"awash",450,435
"awb",2049,623
"awe",311,292
"awful",640,620
"awhil",124,123
"awkward",436,422
"awok",113,112
"awot",751,361
"awp",209,113
"aws",506,189
"awsat",296,287
"ax",238,176
"axa",2337,738
"axe",871,779
"axel",760,719
"axi",208,185
"axiom",375,285
"axl",406,158
"axworth",633,264
"ayal",1311,545
"ayam",205,202
"ayatollah",579,456
"aydan",168,168
"ayer",186,115
"ayl",600,270
"ayr",188,164
"ayub",244,214
"az",362,283
"azad",240,177
"azam",437,160
"azeglio",721,717
"azer",887,323
"azerbaij",1708,805
"azhar",188,157
"azharuddin",540,336
"aziz",1994,1243
"azman",421,382
"aznar",1639,758
"azocar",152,148
"azomur",530,229
"azor",179,133
"aztec",534,221
"b1",944,591
"b2",424,291
"b3",645,353
"b4",290,101
"ba",6330,2660
"ba1",295,236
"ba2",599,452
"ba3",445,397
"baa",1873,841
"baa1",1420,1056
"baa2",354,265
"baa3",906,772
"baad",219,161
"baan",336,171
"baath",407,342
"bab",286,156
"babangid",148,116
"babbit",224,115
"babcock",331,141
"babel",174,119
"baby",4109,2349
"bach",983,709
"bachelor",143,114
"back",128332,93159
"backbench",410,317
"backbon",683,630
"backdat",138,125
"backdoor",138,104
"backdrop",1388,1341
"backed",262,212
"backfat",1593,931
"backfir",460,442
"background",3422,3125
"backhand",468,357
"backlash",699,653
"backlog",2493,1895
"backpack",192,149
"backrib",229,122
"backroom",115,103
"backstrok",224,101
"backstrom",312,112
"backtrack",435,417
"backup",474,415
"backus",239,127
"backward",3474,2579
"backyard",211,193
"bacon",646,338
"bacter",1192,737
"bacton",210,126
"bad",16206,13496
"badaw",241,178
"bade",135,115
"baden",645,404
"badg",298,230
"badl",377,112
"badly",4820,4621
"badminton",350,166
"badnavar",101,101
"badr",270,189
"bae",1131,505
"baer",789,563
"baffl",294,270
"bag",17553,5857
"bagel",588,186
"baggio",553,270
"baghdad",6892,3443
"bagram",402,194
"bagus",199,198
"bahadur",297,172
"baham",904,520
"bahar",258,206
"bahia",1282,979
"bahn",272,171
"bahr",203,108
"bahrain",5937,1901
"baht",15077,4645
"bahter",440,233
"baia",207,133
"baikonur",171,120
"bail",3429,2422
"bailey",1684,1039
"bailout",562,431
"bain",559,336
"baird",752,414
"bait",149,124
"baja",282,228
"bajaj",1247,955
"bajr",149,148
"bake",3444,2034
"baker",823,561
"bakr",547,357
"bakrie",453,184
"baku",417,228
"bakun",496,196
"bal",1378,528
"balanc",51150,30833
"balb",139,119
"balcon",402,326
"bald",262,214
"balder",260,253
"baldwin",379,217
"bale",4834,1682
"bali",292,231
"balikpap",137,105
"balk",3673,2978
"ball",8991,5405
"balladur",525,272
"ballantyn",635,595
"ballarpur",293,289
"ballast",282,191
"ballesc",124,124
"ballestero",410,207
"ballet",298,176
"ballist",565,431
"balloon",2217,1485
"ballot",6103,3656
"ballpark",222,160
"bally",399,135
"balo",114,111
"balt",498,258
"baltic",6183,3667
"baltik",173,111
"baltimor",2653,1771
"baltiy",214,208
"bambang",118,103
"bamboo",143,114
"bamerindus",429,107
"ban",28735,16732
"banacc",239,104
"banamex",340,151
"banan",1700,741
"banc",13820,7106
"bancair",335,180
"bancamer",417,317
"bancario",193,167
"bancom",563,294
"bancorp",3771,2409
"bancshar",1067,724
"band",11968,7184
"bandai",572,134
"bandar",223,135
"bandit",481,365
"banditr",137,132
"bandung",174,113
"bandwagon",330,323
"bandwidth",227,180
"banerj",764,161
"banest",489,233
"bang",2029,1512
"bangalor",549,345
"bangchak",308,144
"bangeman",340,198
"bangert",208,162
"bangkok",7727,5136
"bangl",1263,145
"bangladesh",10180,3361
"bangor",224,146
"bangui",551,213
"bangunus",147,123
"banharn",1109,335
"banish",213,204
"banj",475,279
"bank",540127,169520
"bankamer",1074,662
"bankboston",520,264
"bankgesellschaft",447,229
"banknot",507,299
"bankrol",224,218
"bankrupt",2507,2046
"bankruptc",6842,3821
"bankshar",350,231
"bankverein",350,345
"bankw",306,244
"bankwatch",380,276
"banky",130,122
"banqu",4651,3384
"banquet",326,272
"bany",250,109
"banyamuleng",958,386
"bao",383,200
"baptist",598,403
"bar",13598,10655
"barak",566,215
"baran",338,328
"barb",1201,886
"barbado",405,281
"barbar",1953,1630
"barbor",243,103
"barc",389,182
"barcelon",4764,2250
"barclay",3904,2863
"bare",11284,8845
"barefoot",197,117
"barg",8583,3679
"bargain",7040,5699
"bari",305,218
"baril",248,119
"bark",565,412
"barkin",122,122
"barkley",247,123
"barley",10782,4631
"barlow",438,246
"barn",929,543
"barnagar",205,205
"barnard",232,143
"barnet",794,463
"barney",8005,5881
"barnsley",355,280
"barny",208,110
"barod",1135,1040
"baromet",1229,1142
"baron",1064,755
"barrack",1251,879
"barrel",46672,19041
"barrer",127,118
"barret",680,362
"barricad",1004,780
"barrick",2090,627
"barrist",141,129
"barro",424,242
"barron",589,258
"barrot",244,139
"barrow",1819,1705
"barry",8181,6738
"barshefsk",1745,767
"bart",1133,754
"barth",629,587
"barton",524,324
"baru",220,163
"baruch",200,164
"barvikh",278,193
"barzan",1039,383
"basayev",312,105
"base",141577,105869
"basebal",3826,2160
"baselin",523,394
"basem",276,209
"basf",1738,753
"bash",448,383
"bashir",547,268
"bashkim",500,468
